time,equity
2011-06-23,1.0
2011-06-24,1.0
2011-06-27,1.0
2011-06-28,1.0
2011-06-29,1.0
2011-06-30,1.0
2011-07-01,1.0
2011-07-05,1.0
2011-07-06,1.0
2011-07-07,1.0
2011-07-08,1.0
2011-07-11,1.0
2011-07-12,0.9999000099990001
2011-07-13,0.9999000099990001
2011-07-14,0.9999000099990001
2011-07-15,0.9999000099990001
2011-07-18,0.9999000099990001
2011-07-19,0.9999000099990001
2011-07-20,0.9999000099990001
2011-07-21,0.9999000099990001
2011-07-22,0.9999000099990001
2011-07-25,0.9999000099990001
2011-07-26,0.9999000099990001
2011-07-27,0.9999000099990001
2011-07-28,0.9999000099990001
2011-07-29,0.9999000099990001
2011-08-01,0.9999000099990001
2011-08-02,0.9999000099990001
2011-08-03,0.9999000099990001
2011-08-04,0.9999000099990001
2011-08-05,0.9999000099990001
2011-08-08,0.9999000099990001
2011-08-09,0.9999000099990001
2011-08-10,0.9999000099990001
2011-08-11,0.9999000099990001
2011-08-12,0.9999000099990001
2011-08-15,0.9999000099990001
2011-08-16,0.9999000099990001
2011-08-17,0.9999000099990001
2011-08-18,0.9999000099990001
2011-08-19,0.9999000099990001
2011-08-22,0.9999000099990001
2011-08-23,0.9999000099990001
2011-08-24,0.9999000099990001
2011-08-25,0.9999000099990001
2011-08-26,0.9999000099990001
2011-08-29,0.9999000099990001
2011-08-30,0.9999000099990001
2011-08-31,0.9999000099990001
2011-09-01,0.9999000099990001
2011-09-02,0.9999000099990001
2011-09-06,0.9999000099990001
2011-09-07,0.9999000099990001
2011-09-08,0.9999000099990001
2011-09-09,0.9999000099990001
2011-09-12,0.9999000099990001
2011-09-13,0.9999000099990001
2011-09-14,0.9999000099990001
2011-09-15,0.9999000099990001
2011-09-16,0.9999000099990001
2011-09-19,0.9999000099990001
2011-09-20,0.9999000099990001
2011-09-21,0.9999000099990001
2011-09-22,0.9999000099990001
2011-09-23,0.9999000099990001
2011-09-26,0.9999000099990001
2011-09-27,0.9999000099990001
2011-09-28,0.9999000099990001
2011-09-29,0.9999000099990001
2011-09-30,0.9999000099990001
2011-10-03,0.9999000099990001
2011-10-04,0.9999000099990001
2011-10-05,0.9999000099990001
2011-10-06,0.9999000099990001
2011-10-07,0.9999000099990001
